prob,label,seg
0.9511278,1,a01_100
0.9160395,1,a01_101
0.96455514,1,a01_102
0.9371536,1,a01_103
0.88776773,1,a01_104
0.97090113,1,a01_105
0.9783981,1,a01_106
0.9220278,1,a01_107
0.96751726,1,a01_108
0.8991945,1,a01_109
0.9819036,1,a01_110
0.80945456,1,a01_111
0.9440047,1,a01_112
0.97954327,1,a01_113
0.8748163,1,a01_114
0.97362775,1,a01_115
0.93310827,1,a01_116
0.93880904,1,a01_117
0.9794226,1,a01_118
0.975048,1,a01_119
0.98474586,1,a01_120
0.87417054,1,a01_121
0.95559496,1,a01_122
0.9818958,1,a01_123
0.91101044,1,a01_124
0.97176504,1,a01_125
0.90714025,1,a01_126
0.9148853,1,a01_127
0.9602233,1,a01_128
0.93341935,1,a01_129
0.91181505,1,a01_13
0.9666141,1,a01_130
0.95627403,1,a01_131
0.97193784,1,a01_132
0.90611374,1,a01_133
0.97255695,1,a01_134
0.94910073,1,a01_135
0.942201,1,a01_136
0.84881216,1,a01_137
0.93895954,1,a01_138
0.82481956,1,a01_139
0.8994715,1,a01_14
0.9626314,1,a01_140
0.9521728,1,a01_141
0.9405785,1,a01_142
0.88252294,1,a01_143
0.9712441,1,a01_144
0.97612643,1,a01_145
0.97358996,1,a01_146
0.9774361,1,a01_147
0.80632216,1,a01_148
0.9718146,1,a01_149
0.67658097,1,a01_15
0.96131414,1,a01_150
0.89340866,1,a01_151
0.9544128,1,a01_152
0.97586536,1,a01_153
0.9623527,1,a01_154
0.9770085,1,a01_155
0.97544914,1,a01_156
0.85555404,1,a01_157
0.9499991,1,a01_158
0.49207994,1,a01_159
0.8626261,1,a01_16
0.93356353,1,a01_160
0.85847926,1,a01_161
0.9611128,1,a01_162
0.9496279,1,a01_163
0.9704906,1,a01_164
0.9611494,1,a01_165
0.9852782,1,a01_166
0.9667758,1,a01_167
0.9773078,1,a01_168
0.9661886,1,a01_169
0.8697128,1,a01_17
0.95808923,1,a01_170
0.9721795,1,a01_171
0.9715541,1,a01_172
0.9848525,1,a01_173
0.97672904,1,a01_174
0.9709811,1,a01_175
0.9783478,1,a01_176
0.96635246,1,a01_177
0.938669,1,a01_178
0.95272356,1,a01_179
0.96842504,1,a01_18
0.9628694,1,a01_180
0.9864124,1,a01_181
0.98987645,1,a01_182
0.98584056,1,a01_183
0.9476199,1,a01_184
0.97803473,1,a01_185
0.97808564,1,a01_186
0.98374635,1,a01_187
0.98047525,1,a01_188
0.9817406,1,a01_189
0.83553994,1,a01_19
0.83812904,1,a01_190
0.9672664,1,a01_191
0.9742991,1,a01_192
0.984738,1,a01_193
0.9825743,1,a01_194
0.98230284,1,a01_195
0.9892319,1,a01_196
0.97780734,1,a01_197
0.9856468,1,a01_198
0.98503464,1,a01_199
0.88431084,1,a01_20
0.8633988,1,a01_200
0.97867674,1,a01_201
0.9428358,1,a01_202
0.9813983,1,a01_203
0.9480295,1,a01_204
0.97402793,1,a01_205
0.95368713,1,a01_206
0.97808164,1,a01_207
0.81882155,1,a01_208
0.9129798,1,a01_209
0.96770805,1,a01_21
0.9615582,1,a01_210
0.9791489,1,a01_211
0.98703825,1,a01_212
0.9622073,1,a01_213
0.94507784,1,a01_214
0.93715316,1,a01_215
0.9830741,1,a01_216
0.96264446,1,a01_217
0.9853415,1,a01_218
0.93097085,1,a01_219
0.92113835,1,a01_22
0.8944148,1,a01_220
0.84952533,1,a01_221
0.9657539,1,a01_222
0.98390526,1,a01_223
0.82152885,1,a01_224
0.9576719,1,a01_225
0.9324632,1,a01_226
0.9842553,1,a01_23
0.98506737,1,a01_231
0.9729792,1,a01_232
0.98845625,1,a01_233
0.98681146,1,a01_234
0.9439294,1,a01_235
0.9752162,1,a01_236
0.96127117,1,a01_237
0.9331085,1,a01_238
0.985444,1,a01_239
0.94941366,1,a01_24
0.9720687,1,a01_240
0.9552788,1,a01_241
0.982701,1,a01_242
0.9825816,1,a01_243
0.98206747,1,a01_244
0.9826386,1,a01_245
0.9827786,1,a01_246
0.971815,1,a01_247
0.9664823,1,a01_248
0.97524613,1,a01_249
0.9644818,1,a01_25
0.92388207,1,a01_250
0.9717856,1,a01_251
0.92643636,1,a01_252
0.9764847,1,a01_253
0.9281005,1,a01_254
0.96398467,1,a01_255
0.99067104,1,a01_256
0.96485204,1,a01_257
0.9748,1,a01_258
0.977249,1,a01_259
0.984669,1,a01_26
0.93318385,1,a01_260
0.9742187,1,a01_261
0.9909966,1,a01_262
0.97908646,1,a01_263
0.98492855,1,a01_264
0.9889703,1,a01_265
0.97751415,1,a01_266
0.98129576,1,a01_267
0.98983264,1,a01_268
0.9195513,1,a01_269
0.9766202,1,a01_27
0.98858064,1,a01_270
0.91656816,1,a01_271
0.98666734,1,a01_272
0.9785259,1,a01_273
0.9820654,1,a01_274
0.9740821,1,a01_275
0.98243916,1,a01_276
0.97914356,1,a01_277
0.98529726,1,a01_278
0.98924035,1,a01_279
0.98025954,1,a01_28
0.9804293,1,a01_280
0.98455447,1,a01_281
0.9776494,1,a01_282
0.9391954,1,a01_283
0.9726944,1,a01_284
0.9616388,1,a01_285
0.97843915,1,a01_286
0.9847403,1,a01_287
0.9862977,1,a01_288
0.97616005,1,a01_289
0.9582068,1,a01_29
0.97896427,1,a01_290
0.97058165,1,a01_291
0.9836446,1,a01_292
0.98097163,1,a01_293
0.9865639,1,a01_294
0.98441327,1,a01_295
0.98814243,1,a01_296
0.9806638,1,a01_297
0.97697484,1,a01_298
0.97891426,1,a01_299
0.9501402,1,a01_30
0.9733425,1,a01_300
0.97233623,1,a01_301
0.9810457,1,a01_302
0.9874406,1,a01_303
0.9527955,1,a01_304
0.9835259,1,a01_305
0.93731195,1,a01_306
0.9758139,1,a01_307
0.918895,1,a01_308
0.85812765,1,a01_309
0.98675543,1,a01_31
0.8797295,1,a01_310
0.80682254,1,a01_311
0.9074603,1,a01_312
0.9339085,1,a01_313
0.9781909,1,a01_314
0.96465856,1,a01_315
0.93885314,1,a01_316
0.8870361,1,a01_317
0.84399295,1,a01_318
0.9879782,1,a01_319
0.9604873,1,a01_32
0.9584149,1,a01_320
0.96360195,1,a01_321
0.9867814,1,a01_322
0.9845473,1,a01_323
0.9842721,1,a01_324
0.9586047,1,a01_325
0.970312,1,a01_326
0.96966535,1,a01_327
0.9802255,1,a01_328
0.71918875,1,a01_329
0.98072225,1,a01_33
0.9753921,1,a01_330
0.9606962,1,a01_331
0.9476337,1,a01_332
0.9241918,1,a01_333
0.9552324,1,a01_334
0.9858024,1,a01_335
0.9732869,1,a01_336
0.97143954,1,a01_337
0.95236653,1,a01_338
0.92932993,1,a01_339
0.9682441,1,a01_34
0.95462805,1,a01_340
0.94555146,1,a01_341
0.92577577,1,a01_342
0.9727682,1,a01_343
0.9517193,1,a01_344
0.9138402,1,a01_345
0.94738436,1,a01_346
0.96166915,1,a01_347
0.9563207,1,a01_348
0.95274574,1,a01_349
0.9752667,1,a01_35
0.8931149,1,a01_350
0.9822665,1,a01_351
0.9884948,1,a01_354
0.9822694,1,a01_355
0.9886613,1,a01_356
0.9821556,1,a01_357
0.9873871,1,a01_358
0.9773996,1,a01_359
0.92296153,1,a01_36
0.99116147,1,a01_360
0.9793097,1,a01_361
0.9702064,1,a01_362
0.9807781,1,a01_363
0.9912879,1,a01_364
0.98612773,1,a01_365
0.98534596,1,a01_366
0.9497028,1,a01_367
0.94575214,1,a01_368
0.9801875,1,a01_369
0.97029567,1,a01_37
0.9893811,1,a01_370
0.9811337,1,a01_371
0.98422194,1,a01_372
0.9897453,1,a01_373
0.9795334,1,a01_374
0.9689419,1,a01_375
0.98299396,1,a01_376
0.99171877,1,a01_377
0.9507877,1,a01_378
0.97833717,1,a01_379
0.9667167,1,a01_38
0.98369527,1,a01_380
0.98429424,1,a01_381
0.9815466,1,a01_382
0.9786427,1,a01_383
0.9814745,1,a01_384
0.98677385,1,a01_385
0.977778,1,a01_386
0.9832424,1,a01_387
0.9765637,1,a01_388
0.9586964,1,a01_389
0.9774965,1,a01_39
0.9928464,1,a01_390
0.9843472,1,a01_391
0.98377854,1,a01_392
0.9904235,1,a01_393
0.97694314,1,a01_394
0.9864857,1,a01_395
0.9844646,1,a01_396
0.98613596,1,a01_397
0.98678386,1,a01_398
0.9521313,1,a01_399
0.9675684,1,a01_40
0.98423475,1,a01_400
0.98874635,1,a01_401
0.9876627,1,a01_402
0.9851553,1,a01_403
0.98554045,1,a01_404
0.98358226,1,a01_405
0.99249697,1,a01_406
0.96621776,1,a01_407
0.9715603,1,a01_408
0.984709,1,a01_409
0.97936845,1,a01_41
0.9774001,1,a01_410
0.9815531,1,a01_411
0.9807662,1,a01_412
0.9738515,1,a01_413
0.978508,1,a01_414
0.8888631,1,a01_415
0.98330724,1,a01_416
0.9862454,1,a01_417
0.9791053,1,a01_418
0.9831028,1,a01_419
0.9798064,1,a01_42
0.97424024,1,a01_420
0.9726924,1,a01_421
0.98380196,1,a01_422
0.9450057,1,a01_423
0.96410686,1,a01_424
0.9859401,1,a01_425
0.9496783,1,a01_426
0.94197685,1,a01_427
0.98479384,1,a01_428
0.9817363,1,a01_429
0.9844476,1,a01_43
0.97828764,1,a01_430
0.9848358,1,a01_431
0.9594147,1,a01_432
0.91518295,1,a01_433
0.9686348,1,a01_434
0.9825117,1,a01_435
0.9885411,1,a01_436
0.98373854,1,a01_437
0.98439676,1,a01_438
0.97655904,1,a01_439
0.97795004,1,a01_44
0.98597413,1,a01_440
0.86924237,1,a01_441
0.9744279,1,a01_442
0.9837108,1,a01_443
0.9802894,1,a01_444
0.95608526,1,a01_445
0.9717591,1,a01_446
0.98717,1,a01_447
0.85531324,1,a01_448
0.92131805,1,a01_449
0.9844869,1,a01_45
0.97267276,1,a01_450
0.9887609,1,a01_451
0.9696359,1,a01_452
0.9661162,1,a01_453
0.9828997,1,a01_454
0.9199651,1,a01_455
0.9137942,1,a01_456
0.9816736,1,a01_457
0.9689885,1,a01_458
0.9715313,1,a01_459
0.9857243,1,a01_46
0.94708985,1,a01_460
0.9836156,1,a01_461
0.9512012,1,a01_462
0.93781954,1,a01_463
0.9702921,1,a01_464
0.96392405,1,a01_465
0.9046557,1,a01_466
0.8955217,1,a01_467
0.94251055,1,a01_468
0.8999621,1,a01_469
0.9674128,1,a01_47
0.9624856,1,a01_470
0.9362494,1,a01_471
0.9382137,1,a01_472
0.98547155,1,a01_473
0.96683586,1,a01_474
0.97907513,1,a01_475
0.9829852,1,a01_476
0.9869328,1,a01_477
0.98105055,1,a01_478
0.9853597,1,a01_479
0.93272316,1,a01_48
0.98680705,1,a01_480
0.9859219,1,a01_481
0.989407,1,a01_482
0.9812599,1,a01_483
0.90352196,1,a01_484
0.96763134,1,a01_485
0.99007356,1,a01_486
