label,prob,seg
1,0.99315155,x08_274
1,0.9870099,x08_275
1,0.99041665,x08_276
1,0.98863447,x08_277
1,0.9830442,x08_278
1,0.98406464,x08_279
1,0.9735951,x08_280
1,0.99238753,x08_281
1,0.99288684,x08_282
1,0.9817406,x08_283
1,0.9896685,x08_284
1,0.9897085,x08_285
1,0.99208635,x08_286
1,0.9894162,x08_287
1,0.99237096,x08_288
1,0.49397457,x08_289
1,0.98405033,x08_290
1,0.9878386,x08_291
1,0.98127043,x08_292
1,0.97231793,x08_293
1,0.9679909,x08_294
1,0.9925122,x08_295
1,0.9736022,x08_296
1,0.9945819,x08_297
1,0.27446574,x08_298
1,0.8655802,x08_299
1,0.27888265,x08_303
1,0.9874435,x08_349
1,0.9907357,x08_350
1,0.9920352,x08_351
1,0.9883156,x08_352
1,0.9783676,x08_353
1,0.2681226,x08_354
1,0.9894701,x08_355
1,0.9884071,x08_356
1,0.9899699,x08_357
1,0.95945686,x08_358
1,0.9892328,x08_359
1,0.9721372,x08_360
1,0.3175037,x08_361
1,0.9880653,x08_363
1,0.98053014,x08_364
1,0.9872284,x08_365
1,0.98530847,x08_366
1,0.99002975,x08_367
1,0.9926725,x08_368
1,0.97681636,x08_369
1,0.9849027,x08_370
1,0.9877415,x08_371
1,0.912341,x08_372
1,0.9902892,x08_373
1,0.9865899,x08_374
1,0.99363977,x08_375
1,0.9927695,x08_376
1,0.98934096,x08_377
1,0.5784519,x08_378
1,0.99488336,x08_379
1,0.99211675,x08_380
1,0.8439016,x08_381
1,0.97595435,x08_382
1,0.9906125,x08_383
1,0.9501885,x08_384
1,0.9623132,x08_385
1,0.99260134,x08_386
1,0.9880856,x08_387
1,0.42898247,x08_388
1,0.9894064,x08_389
1,0.9925075,x08_390
1,0.96845466,x08_391
1,0.98441446,x08_392
1,0.7780595,x08_393
1,0.9775679,x08_394
1,0.9909614,x08_395
1,0.24704549,x08_396
1,0.9887433,x08_397
1,0.99340254,x08_398
1,0.9912547,x08_399
1,0.86802435,x08_400
1,0.97523946,x08_401
1,0.99015874,x08_402
1,0.9805787,x08_403
1,0.9924089,x08_404
1,0.9829487,x08_405
1,0.99238527,x08_406
1,0.9751814,x08_407
1,0.17584306,x08_408
1,0.12203587,x08_409
1,0.9946603,x08_410
1,0.9926906,x08_411
1,0.986014,x08_412
1,0.99219245,x08_413
1,0.98636407,x08_414
1,0.97939837,x08_415
1,0.90962934,x08_416
1,0.99016553,x08_417
1,0.9292993,x08_418
1,0.9869539,x08_419
1,0.9758395,x08_420
1,0.99181974,x08_421
1,0.9838628,x08_422
1,0.96799433,x08_423
1,0.9872543,x08_424
1,0.99217457,x08_425
1,0.9929006,x08_426
