prob,label,seg
0.018675672,0,b01_315
0.01745415,0,b01_316
0.014195348,0,b01_317
0.014416699,0,b01_318
0.017687295,0,b01_319
0.014485612,0,b01_32
0.014594354,0,b01_320
0.013828814,0,b01_321
0.014688008,0,b01_322
0.0154980095,0,b01_323
0.015520274,0,b01_324
0.013956773,0,b01_325
0.013292238,0,b01_326
0.014715369,0,b01_327
0.013299493,0,b01_328
0.016211867,0,b01_329
0.0141408155,0,b01_33
0.013686244,0,b01_330
0.013358705,0,b01_331
0.014665845,0,b01_332
0.015426086,0,b01_333
0.01574223,0,b01_334
0.013903915,0,b01_335
0.014809738,0,b01_336
0.023623353,0,b01_337
0.42894605,0,b01_338
0.014834458,0,b01_34
0.0148018785,0,b01_340
0.01412574,0,b01_341
0.015222709,0,b01_342
0.014154634,0,b01_343
0.070975654,0,b01_344
0.02426804,0,b01_345
0.055176284,0,b01_346
0.016933111,0,b01_347
0.015262154,0,b01_348
0.027710276,0,b01_349
0.36079848,0,b01_35
0.1402549,0,b01_350
0.018468164,0,b01_351
0.014865326,0,b01_352
0.013979772,0,b01_353
0.014546376,0,b01_354
0.014581975,0,b01_355
0.1004206,0,b01_356
0.015358012,0,b01_357
0.013881926,0,b01_358
0.01562991,0,b01_359
0.0220752,0,b01_36
0.018206026,0,b01_360
0.017204888,0,b01_361
0.27059296,0,b01_362
0.014170088,0,b01_363
0.019152494,0,b01_364
0.027883548,0,b01_365
0.0160353,0,b01_366
0.013696226,0,b01_367
0.024286816,0,b01_368
0.014401307,0,b01_369
0.08178614,0,b01_37
0.013256423,0,b01_370
0.013376287,0,b01_371
0.014892567,0,b01_372
0.013163299,0,b01_373
0.017061679,0,b01_374
0.014505052,0,b01_375
0.014969083,0,b01_376
0.02993494,0,b01_377
0.020173803,0,b01_378
0.014325539,0,b01_379
0.014592626,0,b01_38
0.023253938,0,b01_380
0.014550929,0,b01_381
0.014959004,0,b01_382
0.25285786,0,b01_383
0.013437544,0,b01_384
0.014674116,0,b01_385
0.016329624,0,b01_386
0.014146194,0,b01_387
0.013236242,0,b01_388
0.013446478,0,b01_389
0.0154158,0,b01_39
0.012926749,0,b01_390
0.013835644,0,b01_391
0.013790292,0,b01_392
0.013649237,0,b01_393
0.016067594,0,b01_394
0.013525925,0,b01_395
0.015756465,0,b01_396
0.01477123,0,b01_397
0.01903395,0,b01_398
0.14040355,0,b01_399
0.013393807,0,b01_4
0.15153056,0,b01_40
0.038858615,0,b01_400
0.017279046,0,b01_401
0.015498453,0,b01_402
0.013461372,0,b01_403
0.01384113,0,b01_404
0.018988712,0,b01_405
0.01229518,0,b01_406
0.013447213,0,b01_407
0.013233715,0,b01_408
0.014310719,0,b01_409
0.2645668,0,b01_41
0.016308917,0,b01_410
0.013271565,0,b01_411
0.016752295,0,b01_412
0.013160871,0,b01_413
0.013481036,0,b01_414
0.014251146,0,b01_415
0.0123430155,0,b01_416
0.019886348,0,b01_417
0.0159338,0,b01_418
0.02668662,0,b01_419
0.14380664,0,b01_42
0.012983854,0,b01_422
0.017632749,0,b01_423
0.020079996,0,b01_424
0.013344447,0,b01_43
0.014136249,0,b01_435
0.16087806,0,b01_436
0.03473625,0,b01_437
0.02038524,0,b01_438
0.050555605,0,b01_439
0.014748944,0,b01_44
0.013664121,0,b01_440
0.01477559,0,b01_441
0.062279448,0,b01_442
0.01964251,0,b01_443
0.014760782,0,b01_444
0.017086567,0,b01_445
0.013055858,0,b01_446
0.013719152,0,b01_447
0.013508859,0,b01_448
0.013420593,0,b01_449
0.01724631,0,b01_45
0.013296277,0,b01_450
0.013258019,0,b01_451
0.0123711135,0,b01_452
0.0151822455,0,b01_453
0.012262781,0,b01_454
0.0135269165,0,b01_455
0.013545294,0,b01_456
0.012296229,0,b01_457
0.018877693,0,b01_458
0.0152518,0,b01_459
0.014707532,0,b01_46
0.0129769435,0,b01_460
0.013691331,0,b01_461
0.012195763,0,b01_462
0.014348961,0,b01_463
0.014846782,0,b01_464
0.012082408,0,b01_465
0.011345822,0,b01_466
0.013010236,0,b01_467
0.012571327,0,b01_468
0.013865539,0,b01_469
0.013323205,0,b01_47
0.012435246,0,b01_470
0.013330658,0,b01_471
0.0155556705,0,b01_472
0.05675508,0,b01_473
0.0139506655,0,b01_474
0.023037441,0,b01_475
0.013255538,0,b01_476
0.014012359,0,b01_477
0.013406806,0,b01_478
0.0332323,0,b01_479
0.033219457,0,b01_48
0.014971278,0,b01_480
0.013422355,0,b01_481
0.06050364,0,b01_482
0.023296447,0,b01_483
0.016750434,0,b01_484
0.20236365,0,b01_485
0.017060399,0,b01_486
0.013897693,0,b01_49
0.013773098,0,b01_50
0.013090927,0,b01_51
0.05859619,0,b01_52
0.013231735,0,b01_53
0.0134464605,0,b01_54
0.013192487,0,b01_55
0.013669327,0,b01_56
0.012954182,0,b01_57
0.013101884,0,b01_58
0.013488235,0,b01_59
0.013197349,0,b01_6
0.013569219,0,b01_60
0.073652916,0,b01_61
0.02933095,0,b01_62
0.0819443,0,b01_63
0.019068008,0,b01_64
0.065046765,0,b01_65
0.06942266,0,b01_66
0.020796137,0,b01_67
0.01358461,0,b01_68
0.013557389,0,b01_69
0.013674857,0,b01_7
0.013205187,0,b01_70
0.013504944,0,b01_71
0.013793028,0,b01_72
0.012951036,0,b01_73
0.013227104,0,b01_74
0.013317752,0,b01_75
0.01330986,0,b01_76
0.013132322,0,b01_77
0.013074586,0,b01_78
0.012958377,0,b01_79
0.013218902,0,b01_8
0.0129033225,0,b01_80
0.013238696,0,b01_81
0.012949453,0,b01_82
0.013603292,0,b01_83
0.012889614,0,b01_84
0.013477383,0,b01_85
0.012846635,0,b01_86
0.013084452,0,b01_87
0.014491406,0,b01_88
0.012862603,0,b01_89
0.1633738,0,b01_9
0.012843963,0,b01_90
0.0134374425,0,b01_91
0.013245699,0,b01_92
0.012775859,0,b01_93
0.012900407,0,b01_94
0.013258907,0,b01_95
0.012796976,0,b01_96
0.013386765,0,b01_97
0.16808853,0,b01_98
0.3385571,0,b01_99
0.103290685,1,b02_100
0.035605013,1,b02_139
0.05902389,1,b02_158
0.076369666,1,b02_159
0.036296364,1,b02_160
0.0494857,1,b02_194
0.04906756,1,b02_223
0.0520191,1,b02_224
0.03410781,1,b02_225
0.05971016,1,b02_226
0.06195985,1,b02_227
0.063396,1,b02_228
0.06643838,1,b02_229
0.08925238,1,b02_230
0.039954346,1,b02_264
0.040793214,1,b02_265
0.03689517,1,b02_266
0.10676604,1,b02_281
0.079421274,1,b02_282
0.11830714,1,b02_283
0.034378793,1,b02_343
0.034409612,1,b02_344
0.041554984,1,b02_345
0.034991127,1,b02_346
0.035792403,1,b02_347
0.032539498,1,b02_348
0.037174977,1,b02_349
0.037914563,1,b02_350
0.06416749,1,b02_351
0.03185074,1,b02_352
0.041104935,1,b02_353
0.043416314,1,b02_354
0.035925493,1,b02_355
0.083389215,1,b02_356
0.051427502,1,b02_357
0.04718655,1,b02_367
0.034739416,1,b02_368
0.037373777,1,b02_421
0.039388645,1,b02_422
0.03979414,1,b02_423
0.05807395,1,b02_424
0.13805334,1,b02_425
0.06703722,1,b02_426
0.24187452,1,b02_427
0.053878345,1,b02_428
0.08577273,1,b02_429
0.0833685,1,b02_430
0.043584425,1,b02_431
0.060318798,1,b02_432
0.09124037,1,b02_433
0.07328603,1,b02_434
0.114500724,1,b02_435
0.052145097,1,b02_436
0.036879458,1,b02_437
0.10507437,1,b02_438
0.054371372,1,b02_439
0.06818499,1,b02_442
0.044410847,1,b02_443
0.058881216,1,b02_444
0.086975574,1,b02_445
0.06696619,1,b02_446
0.10785538,1,b02_447
0.044728085,1,b02_452
0.045132797,1,b02_453
0.047105383,1,b02_454
0.05282262,1,b02_474
0.08254654,1,b02_475
0.0799394,1,b02_476
0.059026998,1,b02_477
0.07242596,1,b02_478
0.32092175,1,b02_479
0.069741026,1,b02_78
0.06478548,1,b02_79
0.03497501,1,b02_80
0.026328698,1,b02_81
0.053376917,1,b02_82
0.060269408,1,b02_83
0.1811781,1,b02_84
0.058008958,1,b02_85
0.14361963,1,b02_86
0.044305697,1,b02_87
0.040930305,1,b02_88
0.06250008,1,b02_89
0.043804724,1,b02_90
0.06423068,1,b02_91
0.0612928,1,b02_92
0.05970871,1,b02_93
0.06781649,1,b02_94
0.053038478,1,b02_95
0.095369995,1,b02_96
0.05549319,1,b02_97
0.04836949,1,b02_98
0.1281086,1,b02_99
0.042806916,0,b02_0
0.038856115,0,b02_1
0.03893046,0,b02_10
0.054387327,0,b02_101
0.071610264,0,b02_102
0.046525948,0,b02_103
0.06897253,0,b02_104
0.036943283,0,b02_105
0.032159347,0,b02_106
0.025506912,0,b02_107
0.026554042,0,b02_108
0.027562784,0,b02_109
0.05407235,0,b02_11
0.026753062,0,b02_110
0.031415198,0,b02_111
0.029467821,0,b02_112
0.028445743,0,b02_113
0.027647538,0,b02_114
0.029213093,0,b02_115
0.027607555,0,b02_116
0.030010216,0,b02_117
0.027320335,0,b02_118
0.030843087,0,b02_119
0.034534797,0,b02_12
0.04157221,0,b02_120
0.02707891,0,b02_121
0.032054815,0,b02_122
0.029786155,0,b02_123
0.026427126,0,b02_124
0.031239538,0,b02_125
0.02398538,0,b02_126
0.026622746,0,b02_127
0.02833278,0,b02_128
0.027825583,0,b02_129
0.04215051,0,b02_13
0.026422538,0,b02_130
0.031864196,0,b02_131
0.026346324,0,b02_132
0.025044365,0,b02_133
0.028758025,0,b02_134
0.02664176,0,b02_135
0.17221458,0,b02_136
0.03647194,0,b02_137
0.037723657,0,b02_138
0.036137518,0,b02_14
0.03144113,0,b02_140
0.02878023,0,b02_141
0.03200657,0,b02_142
0.027753213,0,b02_143
0.027126659,0,b02_144
0.029943954,0,b02_145
0.051901232,0,b02_146
0.025924139,0,b02_147
0.034585677,0,b02_148
0.033105653,0,b02_149
0.0434534,0,b02_15
0.03021811,0,b02_150
0.03359946,0,b02_151
0.037490737,0,b02_152
0.067331016,0,b02_153
0.0433623,0,b02_154
0.042027764,0,b02_155
0.06276662,0,b02_156
0.039349325,0,b02_157
0.03771448,0,b02_16
0.031176528,0,b02_161
0.043139655,0,b02_162
0.038795143,0,b02_163
0.05357075,0,b02_164
