prob,label,seg
0.004567247,0,x22_85
0.0041034333,0,x22_86
0.0064297873,0,x22_87
0.00710918,0,x22_88
0.005188155,0,x22_89
0.004355853,0,x22_90
0.0031466698,0,x22_91
0.0038209136,0,x22_92
0.0053957156,0,x22_93
0.004784116,0,x22_94
0.0028352435,0,x22_95
0.003553176,0,x22_96
0.004450166,0,x22_97
0.0036358433,0,x22_98
0.004091187,0,x22_99
0.010029488,0,x22_120
0.004863183,0,x22_121
0.006859524,0,x22_122
0.009448171,0,x22_123
0.012541548,0,x22_124
0.0049829464,0,x22_125
0.0043633827,0,x22_126
0.0048605045,0,x22_127
0.005272266,0,x22_128
0.0052578584,0,x22_129
0.004300625,0,x22_130
0.0039631096,0,x22_131
0.0046540783,0,x22_132
0.0041008717,0,x22_133
0.005887869,0,x22_134
0.005259181,0,x22_135
0.004627888,0,x22_136
0.004564714,0,x22_137
0.0038609328,0,x22_138
0.007391792,0,x22_139
0.0043115774,0,x22_140
0.00497872,0,x22_141
0.0037213305,0,x22_142
0.0075484123,0,x22_143
0.0075700437,0,x22_144
0.005237152,0,x22_145
0.004889399,0,x22_146
0.006311346,0,x22_147
0.0068826987,0,x22_148
0.0044358745,0,x22_149
0.004562168,0,x22_150
0.003489325,0,x22_151
0.004423401,0,x22_152
0.0035729543,0,x22_153
0.0042360662,0,x22_154
0.0030585914,0,x22_155
0.0042130104,0,x22_156
0.0039529223,0,x22_157
0.005167025,0,x22_158
0.0038849895,0,x22_159
0.0037544488,0,x22_160
0.0048922794,0,x22_161
0.07972812,0,x22_162
0.011006297,0,x22_163
0.008017786,0,x22_164
0.0068872627,0,x22_165
0.035550013,0,x22_166
0.019090584,0,x22_167
0.0043569864,0,x22_168
0.0047515547,0,x22_169
0.0037965365,0,x22_170
0.003969247,0,x22_171
0.0035975983,0,x22_172
0.0044862074,0,x22_173
0.005420862,0,x22_174
0.0051132003,0,x22_175
0.003112816,0,x22_176
0.0029436352,0,x22_177
0.005386358,0,x22_178
0.004535081,0,x22_179
0.0031939961,0,x22_180
0.003527291,0,x22_181
0.003052343,0,x22_182
0.0030648354,0,x22_183
0.0033405975,0,x22_184
0.0033241082,0,x22_185
0.004561073,0,x22_186
0.0034121545,0,x22_187
0.0035560434,0,x22_188
0.0054896753,0,x22_189
0.0036348829,0,x22_190
0.008803171,0,x22_191
0.0074788244,0,x22_192
0.0042167646,0,x22_193
0.013458679,0,x22_194
0.0068664597,0,x22_195
0.0038024492,0,x22_196
0.0035705972,0,x22_197
0.0036052542,0,x22_198
0.004746024,0,x22_199
0.0038470621,0,x22_200
0.0039121066,0,x22_201
0.0038948301,0,x22_202
0.003980585,0,x22_203
0.0039513763,0,x22_204
0.003605223,0,x22_205
0.0033421475,0,x22_206
0.0038901563,0,x22_207
0.006048721,0,x22_208
0.16297191,0,x22_209
0.006491464,0,x22_210
0.0060618585,0,x22_211
0.017133372,0,x22_212
0.0036611645,0,x22_213
0.008470097,0,x22_214
0.0040971185,0,x22_215
0.0056453818,0,x22_216
0.006101406,0,x22_217
0.0031024015,0,x22_218
0.005114389,0,x22_219
0.0045750453,0,x22_220
0.0037693349,0,x22_221
0.004679663,0,x22_222
0.003169379,0,x22_223
0.0030032075,0,x22_224
0.006158888,0,x22_225
0.0038420164,0,x22_226
0.0030873897,0,x22_227
0.0044450127,0,x22_228
0.0043653655,0,x22_229
0.004674336,0,x22_230
0.008006277,0,x22_231
0.0035486526,0,x22_232
0.0034075608,0,x22_233
0.0034460123,0,x22_234
0.0028674544,0,x22_235
0.0031588913,0,x22_236
0.0029176082,0,x22_237
0.0032142515,0,x22_238
0.0027849,0,x22_239
0.0031237288,0,x22_240
0.0028308628,0,x22_241
0.0031799374,0,x22_242
0.003023543,0,x22_243
0.007046381,0,x22_244
0.0038418542,0,x22_245
0.007012476,0,x22_246
0.004536965,0,x22_247
0.003907766,0,x22_248
0.005887721,0,x22_249
0.0042250706,0,x22_250
0.004073148,0,x22_251
0.004437182,0,x22_252
0.005883835,0,x22_253
0.004060425,0,x22_254
0.0036123474,0,x22_255
0.0040604426,0,x22_256
0.0037859625,0,x22_257
0.0056199674,0,x22_258
0.003763563,0,x22_259
0.0037294945,0,x22_260
0.003155398,0,x22_261
0.0040010097,0,x22_262
0.0044057523,0,x22_263
0.0068702553,0,x22_264
0.00344679,0,x22_265
0.0040411297,0,x22_266
0.0056304843,0,x22_267
0.004162568,0,x22_268
0.0035658008,0,x22_269
0.0042243726,0,x22_270
0.0031071173,0,x22_271
0.0035521206,0,x22_272
0.0077398624,0,x22_273
0.005307853,0,x22_274
0.0049103936,0,x22_275
0.003743304,0,x22_276
0.0034505755,0,x22_277
