label,prob,seg
1,0.8367297,x15_192
1,0.7454522,x15_193
1,0.8245632,x15_194
1,0.94598615,x15_195
1,0.21802948,x15_196
1,0.88127625,x15_197
1,0.81244546,x15_198
1,0.3070394,x15_199
1,0.4873658,x15_200
1,0.37779945,x15_201
1,0.8790377,x15_202
1,0.9621984,x15_203
1,0.8196723,x15_204
1,0.93237275,x15_205
1,0.6425589,x15_206
1,0.9359319,x15_207
1,0.8126913,x15_208
1,0.47815004,x15_209
1,0.9037629,x15_210
1,0.4511071,x15_263
1,0.59201443,x15_264
1,0.6576249,x15_265
1,0.6160863,x15_266
1,0.7683248,x15_267
1,0.41133773,x15_268
1,0.1358701,x15_269
1,0.5491154,x15_270
1,0.11931766,x15_271
1,0.8521166,x15_272
1,0.27816328,x15_273
1,0.45156625,x15_274
1,0.3731299,x15_275
1,0.7762769,x15_276
1,0.119598396,x15_277
1,0.90686685,x15_278
1,0.11439132,x15_279
1,0.45547035,x15_280
1,0.15558285,x15_281
1,0.75692,x15_282
1,0.87249887,x15_283
1,0.91182274,x15_284
1,0.6626305,x15_285
1,0.344031,x15_286
1,0.56736135,x15_287
1,0.62268823,x15_288
1,0.676942,x15_289
1,0.7693153,x15_290
1,0.76449573,x15_291
1,0.41608968,x15_292
1,0.4863908,x15_293
1,0.68387,x15_294
1,0.6672543,x15_295
1,0.88012177,x15_296
1,0.7646271,x15_297
1,0.8944045,x15_298
1,0.915079,x15_299
1,0.29536924,x15_300
1,0.7255387,x15_301
1,0.9169592,x15_302
1,0.8857243,x15_303
1,0.8653259,x15_304
1,0.53484374,x15_305
1,0.352662,x15_353
1,0.23701435,x15_354
1,0.78581256,x15_355
1,0.78285867,x15_356
1,0.3342408,x15_357
1,0.48397487,x15_358
1,0.7440203,x15_359
1,0.2539522,x15_360
1,0.63333243,x15_361
1,0.7304328,x15_362
1,0.93036383,x15_363
1,0.79584235,x15_364
1,0.8544905,x15_365
1,0.7682901,x15_366
1,0.8848319,x15_367
1,0.4690082,x15_368
1,0.51087505,x15_369
1,0.85007703,x15_370
1,0.48412764,x15_371
1,0.9158253,x15_372
1,0.92924625,x15_373
1,0.8839315,x15_374
1,0.91224337,x15_375
1,0.9458817,x15_376
1,0.3964885,x15_377
1,0.7557361,x15_378
1,0.92702967,x15_379
