label,prob,seg
1,0.9748179,a14_453
1,0.98555285,a14_454
1,0.7553757,a14_455
1,0.9900782,a14_456
1,0.9759473,a14_457
1,0.9676491,a14_458
1,0.9763559,a14_459
1,0.8647972,a14_46
1,0.9897996,a14_460
1,0.72294843,a14_461
1,0.9846075,a14_462
1,0.9759591,a14_463
1,0.9736342,a14_464
1,0.9434059,a14_465
1,0.97489774,a14_466
1,0.9718898,a14_467
1,0.9821238,a14_468
1,0.985732,a14_469
1,0.97416174,a14_47
1,0.9817977,a14_470
1,0.9837547,a14_471
1,0.98229593,a14_48
1,0.97254443,a14_49
1,0.9852207,a14_50
1,0.95929426,a14_51
1,0.97943145,a14_52
1,0.9604583,a14_53
1,0.96829087,a14_54
1,0.9893063,a14_55
1,0.9871328,a14_56
1,0.9798217,a14_57
1,0.95027804,a14_58
1,0.9845371,a14_59
1,0.9823881,a14_60
1,0.982152,a14_61
1,0.9325017,a14_62
1,0.95584536,a14_63
1,0.9851002,a14_64
1,0.97607315,a14_65
1,0.9838309,a14_66
1,0.9806706,a14_67
1,0.9736347,a14_68
1,0.9766827,a14_69
1,0.9563581,a14_70
1,0.97061485,a14_71
1,0.8917285,a14_72
1,0.98008543,a14_73
1,0.97365844,a14_74
1,0.98090714,a14_75
1,0.96198034,a14_76
1,0.96286535,a14_77
1,0.9795417,a14_78
1,0.98254794,a14_79
1,0.9581951,a14_80
1,0.9849685,a14_81
1,0.9329762,a14_82
1,0.98026246,a14_83
1,0.9793041,a14_84
1,0.97049767,a14_85
1,0.9569471,a14_86
1,0.9845942,a14_87
1,0.8857567,a14_88
1,0.9194422,a14_89
1,0.96941054,a14_90
1,0.9839416,a14_91
1,0.9869666,a14_92
1,0.9814357,a14_93
1,0.97423583,a14_94
1,0.9647514,a14_95
1,0.9071478,a14_96
1,0.98051226,a14_97
1,0.77698344,a14_98
1,0.9812385,a14_99
0,0.98225284,a14_0
0,0.9858416,a14_1
0,0.9536933,a14_10
0,0.90700865,a14_105
0,0.94502884,a14_106
0,0.9232239,a14_11
0,0.9064575,a14_12
0,0.9791216,a14_13
0,0.9818018,a14_14
0,0.89299905,a14_2
0,0.705493,a14_3
0,0.19934542,a14_330
0,0.9444348,a14_331
0,0.8738149,a14_332
0,0.8925133,a14_333
0,0.96870047,a14_334
0,0.98445535,a14_335
0,0.95116603,a14_336
0,0.95574594,a14_337
0,0.9453547,a14_338
0,0.34011194,a14_339
0,0.95588917,a14_340
0,0.93244755,a14_341
0,0.96437496,a14_342
0,0.91487783,a14_343
0,0.6838063,a14_344
0,0.85801923,a14_345
0,0.97328293,a14_346
0,0.9593355,a14_347
0,0.9614345,a14_348
0,0.9704499,a14_349
0,0.98222727,a14_350
0,0.8203289,a14_351
0,0.986453,a14_352
0,0.88010377,a14_353
0,0.68941283,a14_354
0,0.05093098,a14_355
0,0.27296123,a14_356
0,0.84952027,a14_357
0,0.67964584,a14_358
0,0.96042573,a14_359
0,0.47458923,a14_360
0,0.81080633,a14_361
0,0.9035096,a14_362
0,0.86412895,a14_363
0,0.87613016,a14_364
0,0.8742629,a14_365
0,0.96444297,a14_366
0,0.66790295,a14_371
0,0.93336827,a14_372
0,0.9321148,a14_373
0,0.86762553,a14_379
0,0.9835622,a14_380
0,0.9845898,a14_395
0,0.97428066,a14_396
0,0.9202239,a14_397
0,0.9675059,a14_398
0,0.9407413,a14_399
0,0.94511974,a14_4
0,0.97174543,a14_400
0,0.97740126,a14_401
0,0.89910585,a14_402
0,0.97382426,a14_403
0,0.48040894,a14_404
0,0.8215774,a14_405
0,0.90662366,a14_406
0,0.5014894,a14_407
0,0.8600978,a14_408
0,0.97074246,a14_409
0,0.90411687,a14_410
0,0.85417306,a14_411
0,0.9630872,a14_412
0,0.9318901,a14_420
0,0.95909685,a14_421
0,0.8380448,a14_422
0,0.9568395,a14_423
0,0.4758038,a14_424
0,0.92916155,a14_425
0,0.67198294,a14_426
0,0.68427813,a14_427
0,0.9169,a14_428
0,0.7975962,a14_449
0,0.96724516,a14_450
0,0.98588747,a14_451
0,0.9776644,a14_472
0,0.9716733,a14_473
0,0.9292979,a14_474
0,0.86792886,a14_475
0,0.97586584,a14_476
0,0.9509975,a14_477
0,0.5396905,a14_478
0,0.7178104,a14_479
0,0.9194909,a14_480
0,0.9472192,a14_481
0,0.93995464,a14_482
0,0.9464527,a14_483
0,0.7937432,a14_484
0,0.95822835,a14_485
0,0.97407454,a14_486
0,0.62442297,a14_487
0,0.9468798,a14_488
0,0.8374833,a14_489
0,0.9510844,a14_490
0,0.94536835,a14_491
0,0.908195,a14_492
0,0.89039695,a14_493
0,0.91500294,a14_494
0,0.8129332,a14_495
0,0.9198287,a14_496
0,0.83111286,a14_497
0,0.5814177,a14_498
0,0.6901908,a14_499
0,0.9646855,a14_5
0,0.840838,a14_500
0,0.8311878,a14_501
0,0.7497799,a14_502
0,0.8053819,a14_503
0,0.83926153,a14_504
0,0.83333147,a14_505
0,0.7308605,a14_506
0,0.48321202,a14_507
0,0.63740057,a14_508
0,0.9709854,a14_6
0,0.88942885,a14_7
0,0.98517203,a14_8
0,0.9406524,a14_9
1,0.8118129,a15_100
1,0.61683565,a15_101
1,0.4663063,a15_102
1,0.26719704,a15_103
1,0.6402036,a15_104
1,0.4722362,a15_105
1,0.53447545,a15_106
1,0.7933601,a15_107
1,0.57965845,a15_108
1,0.40551007,a15_109
1,0.48066166,a15_110
1,0.3660873,a15_111
1,0.9352818,a15_112
1,0.98105556,a15_125
1,0.9884983,a15_126
1,0.9822964,a15_127
1,0.32330984,a15_128
1,0.9763964,a15_129
1,0.9893798,a15_130
1,0.9850423,a15_131
1,0.28526953,a15_132
1,0.9886885,a15_133
1,0.81301445,a15_134
1,0.98462105,a15_135
1,0.90057194,a15_136
1,0.9385767,a15_137
1,0.8972771,a15_138
1,0.83397514,a15_139
1,0.94732475,a15_140
1,0.82651114,a15_141
1,0.90636146,a15_142
1,0.8557105,a15_143
1,0.9063708,a15_144
1,0.94487256,a15_145
1,0.9003773,a15_146
1,0.89085746,a15_147
1,0.9594826,a15_148
1,0.92621,a15_149
1,0.7124019,a15_150
1,0.6200393,a15_151
1,0.9622874,a15_152
1,0.4418569,a15_153
1,0.97931755,a15_154
1,0.9850227,a15_155
1,0.9721634,a15_156
1,0.9801001,a15_157
1,0.98720205,a15_158
1,0.96673614,a15_159
1,0.96542656,a15_160
1,0.9825165,a15_161
1,0.9769325,a15_162
1,0.9785033,a15_163
1,0.986059,a15_164
1,0.98831624,a15_165
1,0.9855365,a15_166
1,0.23830564,a15_167
1,0.9771602,a15_168
1,0.9782738,a15_169
1,0.95614856,a15_170
1,0.977409,a15_175
1,0.9587479,a15_176
1,0.9631151,a15_177
1,0.9821457,a15_178
1,0.9881011,a15_179
1,0.982588,a15_180
1,0.98900187,a15_181
1,0.98356307,a15_182
1,0.96571857,a15_183
1,0.5547157,a15_184
1,0.9552733,a15_185
1,0.97560376,a15_186
1,0.9337022,a15_187
1,0.9611315,a15_188
1,0.97219646,a15_189
1,0.98509026,a15_190
1,0.98037577,a15_191
1,0.9738782,a15_192
1,0.9520721,a15_193
1,0.9785986,a15_194
1,0.96094096,a15_195
1,0.47226772,a15_196
1,0.0538272,a15_207
1,0.4574575,a15_208
1,0.63783675,a15_209
1,0.46738657,a15_210
1,0.13972954,a15_211
1,0.04299458,a15_212
1,0.39079553,a15_213
1,0.7529782,a15_214
1,0.70443743,a15_215
1,0.6624832,a15_216
1,0.23392153,a15_217
1,0.95991755,a15_218
1,0.96562827,a15_219
1,0.9721122,a15_220
1,0.98426086,a15_221
1,0.9784289,a15_222
1,0.9601191,a15_223
1,0.98841584,a15_224
1,0.97390723,a15_225
1,0.97423065,a15_226
1,0.98579246,a15_227
1,0.97420406,a15_228
1,0.97486717,a15_229
1,0.98689365,a15_230
1,0.965982,a15_231
1,0.59330356,a15_232
1,0.9485371,a15_233
1,0.98461723,a15_234
1,0.97909606,a15_235
1,0.9780717,a15_236
1,0.98464036,a15_237
1,0.9782581,a15_238
1,0.98046744,a15_239
1,0.93566406,a15_240
1,0.9772334,a15_241
1,0.9229209,a15_242
1,0.971964,a15_243
1,0.97163725,a15_244
1,0.9669202,a15_245
1,0.9853039,a15_246
1,0.98253286,a15_247
1,0.98810565,a15_248
1,0.9850328,a15_249
1,0.9817137,a15_250
1,0.98085195,a15_251
1,0.95324314,a15_252
1,0.9695571,a15_253
1,0.9538669,a15_254
1,0.977966,a15_255
1,0.9096188,a15_256
1,0.8597496,a15_257
1,0.95794886,a15_258
1,0.97987866,a15_259
1,0.875528,a15_260
1,0.93370265,a15_261
1,0.90529084,a15_262
1,0.9070219,a15_263
1,0.93186283,a15_264
1,0.96646214,a15_265
1,0.8774942,a15_266
1,0.962984,a15_267
1,0.9870832,a15_268
1,0.9710401,a15_269
1,0.9806862,a15_270
1,0.970648,a15_271
1,0.986886,a15_272
1,0.98213655,a15_273
1,0.98675543,a15_274
1,0.9856493,a15_275
1,0.9658609,a15_276
1,0.97436583,a15_277
1,0.97735757,a15_278
1,0.96651924,a15_279
1,0.93207085,a15_280
1,0.8661653,a15_281
1,0.97822374,a15_282
1,0.9864857,a15_283
1,0.9474554,a15_284
1,0.96287096,a15_285
1,0.98153394,a15_286
1,0.9048438,a15_287
1,0.9842003,a15_301
1,0.9863898,a15_302
1,0.98660314,a15_303
1,0.984346,a15_304
1,0.98658246,a15_305
1,0.9425938,a15_306
1,0.97879,a15_307
1,0.9763016,a15_308
1,0.98433083,a15_309
1,0.9868128,a15_31
1,0.98102796,a15_310
1,0.9852722,a15_311
1,0.96709764,a15_312
1,0.9814933,a15_313
1,0.9869424,a15_314
1,0.9867164,a15_315
1,0.98739177,a15_316
1,0.9804463,a15_317
1,0.9825549,a15_318
1,0.97111994,a15_319
1,0.9873125,a15_32
1,0.1856145,a15_320
1,0.9668177,a15_321
1,0.98441154,a15_322
1,0.8489135,a15_326
1,0.9775088,a15_327
1,0.9855107,a15_328
1,0.9783302,a15_329
1,0.9780873,a15_33
1,0.98381525,a15_330
1,0.96488076,a15_331
1,0.96658707,a15_332
1,0.9844423,a15_333
1,0.97660875,a15_334
1,0.97921133,a15_335
1,0.98494154,a15_336
1,0.96431553,a15_337
1,0.98728615,a15_338
1,0.96773505,a15_339
1,0.9606852,a15_34
1,0.97271526,a15_340
1,0.9283786,a15_341
1,0.9721676,a15_342
1,0.9839304,a15_343
1,0.9830723,a15_344
1,0.9740776,a15_345
1,0.972831,a15_346
1,0.96926236,a15_347
1,0.9743171,a15_348
1,0.96992356,a15_349
1,0.9687806,a15_35
1,0.9694233,a15_350
1,0.9869444,a15_351
1,0.9779058,a15_352
1,0.9772784,a15_353
1,0.9048046,a15_354
1,0.95177114,a15_355
1,0.96177477,a15_356
1,0.9721195,a15_357
1,0.87725544,a15_358
1,0.9785782,a15_359
1,0.97525907,a15_36
1,0.9188414,a15_360
1,0.96286094,a15_361
1,0.97228605,a15_362
1,0.98662764,a15_363
1,0.98601633,a15_364
1,0.98693615,a15_365
1,0.50164074,a15_366
1,0.9721824,a15_367
1,0.96321326,a15_368
1,0.28961846,a15_369
1,0.98691237,a15_37
1,0.92365247,a15_371
1,0.94757634,a15_372
1,0.96772456,a15_373
1,0.9589114,a15_374
1,0.6807105,a15_379
1,0.98037785,a15_38
1,0.97775465,a15_39
1,0.9681997,a15_40
1,0.96279216,a15_404
1,0.8839398,a15_405
1,0.927827,a15_406
1,0.95242834,a15_407
1,0.9670913,a15_408
1,0.96426547,a15_409
1,0.98892444,a15_41
1,0.98000777,a15_410
1,0.90266186,a15_411
1,0.98130816,a15_412
1,0.98581463,a15_413
1,0.970455,a15_414
1,0.97578657,a15_415
1,0.9752842,a15_416
1,0.9878065,a15_417
1,0.9706909,a15_418
1,0.9829633,a15_419
1,0.9669453,a15_42
1,0.9845109,a15_420
1,0.9756184,a15_421
1,0.97707206,a15_422
1,0.98675287,a15_423
1,0.97867775,a15_424
1,0.9818886,a15_425
1,0.9604799,a15_426
1,0.982701,a15_427
1,0.98713464,a15_428
1,0.24325621,a15_429
1,0.98586696,a15_43
1,0.981278,a15_430
1,0.9824296,a15_431
1,0.9794429,a15_432
1,0.95989305,a15_433
1,0.9871673,a15_434
1,0.9852309,a15_435
1,0.98226076,a15_436
1,0.95159274,a15_439
1,0.9702518,a15_44
1,0.9801624,a15_441
1,0.9736717,a15_442
1,0.79136294,a15_443
1,0.9806804,a15_444
1,0.430745,a15_445
1,0.978646,a15_45
1,0.9820227,a15_451
1,0.9749347,a15_454
1,0.891787,a15_455
1,0.9823794,a15_456
1,0.9835111,a15_457
1,0.97917306,a15_458
1,0.98124653,a15_459
1,0.9752891,a15_46
1,0.9848241,a15_460
1,0.9732622,a15_461
1,0.950283,a15_462
1,0.98759973,a15_463
1,0.98755604,a15_464
1,0.97516125,a15_465
1,0.9869992,a15_466
1,0.9836316,a15_467
1,0.9512782,a15_468
1,0.97613674,a15_469
1,0.9832386,a15_47
1,0.9672289,a15_470
1,0.98634523,a15_471
1,0.987847,a15_472
1,0.9831108,a15_473
1,0.94340956,a15_474
1,0.9717056,a15_475
1,0.98026764,a15_476
1,0.78085566,a15_477
1,0.9858936,a15_48
1,0.2988574,a15_484
1,0.49655527,a15_485
1,0.5977724,a15_486
1,0.650291,a15_487
1,0.8948017,a15_488
1,0.79638875,a15_489
1,0.8756342,a15_49
1,0.8401285,a15_490
1,0.8553878,a15_491
1,0.56122726,a15_492
1,0.8972068,a15_493
1,0.93149275,a15_494
1,0.5890157,a15_495
1,0.9551942,a15_50
1,0.8297204,a15_51
1,0.9740388,a15_52
1,0.9580329,a15_56
1,0.8631226,a15_57
1,0.5208602,a15_58
1,0.9584365,a15_59
1,0.97812676,a15_60
1,0.55325496,a15_61
1,0.9726036,a15_62
1,0.8325614,a15_63
1,0.9642933,a15_64
1,0.9007281,a15_65
1,0.9410696,a15_66
1,0.7642182,a15_67
1,0.9843024,a15_68
1,0.98525697,a15_69
1,0.9591716,a15_70
1,0.90803796,a15_71
1,0.111340486,a15_79
1,0.06933607,a15_80
1,0.27062985,a15_81
1,0.3199045,a15_82
1,0.5377088,a15_83
1,0.5383127,a15_84
1,0.2983202,a15_85
1,0.79276884,a15_86
1,0.15398456,a15_87
1,0.8625802,a15_88
1,0.6806318,a15_89
1,0.8870537,a15_90
1,0.77716243,a15_91
1,0.7493047,a15_92
1,0.7398141,a15_93
1,0.3549708,a15_94
1,0.30412292,a15_95
1,0.76038814,a15_96
1,0.62660605,a15_97
1,0.83091635,a15_98
1,0.6699026,a15_99
0,0.02600166,a15_0
0,0.6138837,a15_1
0,0.41394687,a15_10
0,0.9554724,a15_11
0,0.90640426,a15_113
0,0.5011763,a15_114
