label,prob,seg
1,0.9916864,x01_190
1,0.9490352,x01_191
1,0.9876538,x01_192
1,0.9239537,x01_193
1,0.98334885,x01_194
1,0.96452755,x01_195
1,0.9411768,x01_196
1,0.97044265,x01_197
1,0.9814336,x01_198
1,0.648277,x01_199
1,0.17792042,x01_200
1,0.5010259,x01_201
1,0.9779233,x01_202
1,0.93868905,x01_203
1,0.9684229,x01_204
1,0.97698545,x01_205
1,0.8945426,x01_206
1,0.9206456,x01_207
1,0.8991424,x01_208
1,0.2780855,x01_209
1,0.79502493,x01_210
1,0.8758571,x01_211
1,0.9752739,x01_212
1,0.9477294,x01_213
1,0.8431477,x01_214
1,0.9801686,x01_215
1,0.95873183,x01_216
1,0.95714974,x01_217
1,0.8030008,x01_218
1,0.05645794,x01_219
1,0.7643025,x01_225
1,0.96750313,x01_229
1,0.9737453,x01_252
1,0.932068,x01_253
1,0.92234707,x01_254
1,0.92432755,x01_255
1,0.97597516,x01_256
1,0.9784199,x01_257
1,0.8692739,x01_258
1,0.92042154,x01_259
1,0.8245625,x01_260
1,0.97506195,x01_261
1,0.75137025,x01_262
1,0.6610718,x01_263
1,0.4145032,x01_264
1,0.43402168,x01_265
1,0.8492186,x01_266
1,0.86435914,x01_267
1,0.97115636,x01_268
1,0.96769553,x01_269
1,0.9471667,x01_270
1,0.97120124,x01_271
1,0.9805008,x01_273
1,0.9842069,x01_274
1,0.96804106,x01_275
1,0.9875683,x01_276
1,0.98030245,x01_277
1,0.981339,x01_278
1,0.9901843,x01_279
1,0.97626036,x01_280
1,0.98600984,x01_281
1,0.98720413,x01_282
1,0.9884356,x01_283
1,0.96476007,x01_284
1,0.9606956,x01_285
1,0.8702543,x01_286
1,0.96959466,x01_287
1,0.9615211,x01_288
1,0.9790908,x01_289
1,0.5912558,x01_290
1,0.32759723,x01_291
1,0.96123946,x01_292
1,0.9832893,x01_293
1,0.9902535,x01_294
1,0.9669716,x01_295
1,0.98531175,x01_297
1,0.97512406,x01_298
1,0.89563787,x01_299
1,0.93709904,x01_300
1,0.8955603,x01_301
1,0.6852683,x01_302
1,0.9907039,x01_303
1,0.9654754,x01_304
1,0.946741,x01_305
1,0.16351846,x01_306
1,0.15176351,x01_307
1,0.36657754,x01_313
1,0.93864036,x01_314
1,0.95071274,x01_315
1,0.96756136,x01_316
1,0.9679366,x01_317
1,0.9841118,x01_318
1,0.98186505,x01_319
1,0.97674567,x01_320
1,0.9695014,x01_321
1,0.925625,x01_322
1,0.95894575,x01_323
1,0.98602575,x01_324
1,0.9841792,x01_325
1,0.9372251,x01_326
1,0.9832818,x01_327
1,0.9855413,x01_328
1,0.9837209,x01_329
1,0.9822191,x01_330
1,0.9692945,x01_331
1,0.982765,x01_332
1,0.982489,x01_333
1,0.9666732,x01_334
1,0.9075619,x01_335
1,0.88926035,x01_336
1,0.98609495,x01_337
1,0.98144215,x01_338
1,0.9719437,x01_339
1,0.9264907,x01_340
1,0.98446643,x01_341
1,0.95094854,x01_342
1,0.9840387,x01_343
1,0.91350603,x01_344
1,0.88372195,x01_345
1,0.9816373,x01_346
1,0.9859368,x01_347
1,0.9581676,x01_348
1,0.97538775,x01_349
1,0.9664374,x01_350
1,0.9475024,x01_351
1,0.98954904,x01_352
1,0.90932584,x01_353
1,0.9722396,x01_354
1,0.97261614,x01_355
1,0.9530616,x01_356
1,0.9739475,x01_357
1,0.95762837,x01_358
1,0.52775276,x01_359
1,0.9868982,x01_360
1,0.9800749,x01_361
1,0.97018087,x01_362
1,0.96926427,x01_363
1,0.9874642,x01_364
1,0.92033684,x01_365
1,0.28036815,x01_366
1,0.9809545,x01_367
1,0.75598717,x01_368
1,0.94270283,x01_369
1,0.9794748,x01_370
1,0.9890766,x01_371
1,0.97670287,x01_372
1,0.9675505,x01_373
1,0.98656076,x01_374
1,0.9826067,x01_375
1,0.979228,x01_376
1,0.06890667,x01_377
1,0.88696855,x01_379
1,0.6213751,x01_380
1,0.8912856,x01_382
1,0.72265846,x01_383
1,0.9385624,x01_384
1,0.98331624,x01_385
1,0.9677756,x01_386
1,0.9154557,x01_387
1,0.9393684,x01_388
1,0.9712091,x01_389
1,0.9815408,x01_390
1,0.94137293,x01_391
1,0.94757503,x01_392
1,0.7641252,x01_393
1,0.7636458,x01_394
1,0.7622691,x01_395
1,0.9253599,x01_396
1,0.9497144,x01_397
1,0.93844974,x01_404
1,0.930936,x01_405
1,0.92337745,x01_406
1,0.9700944,x01_412
1,0.95918345,x01_413
1,0.6076851,x01_414
1,0.98188746,x01_423
1,0.90636957,x01_424
1,0.9781055,x01_429
1,0.9751585,x01_430
1,0.98147297,x01_431
1,0.9520156,x01_432
1,0.94123644,x01_433
1,0.6348356,x01_434
1,0.98042035,x01_435
1,0.94818103,x01_436
1,0.98341596,x01_437
1,0.91702557,x01_438
1,0.98501104,x01_439
1,0.9589144,x01_440
1,0.6752595,x01_441
1,0.6989308,x01_442
1,0.9693235,x01_443
1,0.94092256,x01_444
1,0.8779663,x01_445
1,0.9575139,x01_446
1,0.8544633,x01_447
1,0.969322,x01_448
1,0.9552204,x01_449
1,0.9585288,x01_450
1,0.5666619,x01_451
1,0.6653006,x01_454
1,0.91111386,x01_455
1,0.8233761,x01_456
1,0.7879014,x01_457
1,0.5374217,x01_458
1,0.8647094,x01_459
1,0.023424534,x01_460
1,0.59073424,x01_461
1,0.69240075,x01_462
1,0.91385126,x01_463
1,0.97492415,x01_464
1,0.97792315,x01_465
1,0.99036825,x01_466
1,0.60139155,x01_467
1,0.9812245,x01_468
1,0.9744665,x01_469
1,0.9602858,x01_470
1,0.9895914,x01_471
1,0.98332304,x01_472
1,0.9864921,x01_473
1,0.982698,x01_474
1,0.9876522,x01_475
1,0.97814745,x01_476
1,0.9909683,x01_477
1,0.98110723,x01_478
1,0.9913924,x01_479
1,0.28497517,x01_480
1,0.6198501,x01_483
1,0.90806633,x01_484
1,0.9113136,x01_485
1,0.8858803,x01_486
1,0.8320972,x01_487
1,0.83013415,x01_488
1,0.76732326,x01_489
1,0.9147185,x01_490
1,0.9296945,x01_491
1,0.8915645,x01_492
1,0.93843997,x01_493
1,0.961828,x01_494
1,0.816917,x01_495
1,0.6777089,x01_496
1,0.6595793,x01_497
1,0.012130965,x01_498
1,0.31166175,x01_499
1,0.7485838,x01_500
1,0.67570794,x01_501
1,0.9629217,x01_502
1,0.8986726,x01_503
1,0.94313407,x01_504
1,0.9328997,x01_505
1,0.9159862,x01_506
1,0.86610717,x01_507
1,0.7913218,x01_508
1,0.6513141,x01_509
1,0.9170004,x01_510
1,0.9628017,x01_511
1,0.7604269,x01_512
1,0.8043445,x01_513
1,0.92702323,x01_514
1,0.9610243,x01_515
1,0.9731617,x01_516
1,0.880477,x01_520
0,0.9133589,x01_10
0,0.16565861,x01_11
0,0.098993585,x01_12
0,0.05308079,x01_13
0,0.65130687,x01_14
0,0.17621924,x01_15
0,0.18102828,x01_16
0,0.07622839,x01_17
0,0.17030862,x01_18
0,0.10629576,x01_19
0,0.10706264,x01_20
0,0.06258301,x01_21
