label,prob,seg
0,0.008654518,b01_315
0,0.03150563,b01_316
0,0.008370628,b01_317
0,0.010449493,b01_318
0,0.011721786,b01_319
0,0.0030367884,b01_32
0,0.01084674,b01_320
0,0.007961008,b01_321
0,0.008270108,b01_322
0,0.008579484,b01_323
0,0.0071035717,b01_324
0,0.0058321888,b01_325
0,0.008359371,b01_326
0,0.0077545764,b01_327
0,0.0084959455,b01_328
0,0.008925727,b01_329
0,0.0028348796,b01_33
0,0.0075153704,b01_330
0,0.009481839,b01_331
0,0.008845724,b01_332
0,0.009910389,b01_333
0,0.10731728,b01_334
0,0.049322918,b01_335
0,0.1000517,b01_336
0,0.1430752,b01_337
0,0.6461172,b01_338
0,0.00295994,b01_34
0,0.006645121,b01_340
0,0.005665472,b01_341
0,0.0073153093,b01_342
0,0.010425941,b01_343
0,0.021432431,b01_344
0,0.06382844,b01_345
0,0.025582027,b01_346
0,0.008880223,b01_347
0,0.024611346,b01_348
0,0.031481553,b01_349
0,0.0026168842,b01_35
0,0.16510032,b01_350
0,0.01571738,b01_351
0,0.058506735,b01_352
0,0.04704291,b01_353
0,0.02372118,b01_354
0,0.009228123,b01_355
0,0.030119624,b01_356
0,0.12639895,b01_357
0,0.027420403,b01_358
0,0.0049583805,b01_359
0,0.0059011667,b01_36
0,0.007075627,b01_360
0,0.022926887,b01_361
0,0.1446098,b01_362
0,0.005244638,b01_363
0,0.018408863,b01_364
0,0.012659656,b01_365
0,0.016840864,b01_366
0,0.0057063866,b01_367
0,0.05442017,b01_368
0,0.00566672,b01_369
0,0.019861327,b01_37
0,0.0051590353,b01_370
0,0.0072174645,b01_371
0,0.008444552,b01_372
0,0.00907396,b01_373
0,0.024977027,b01_374
0,0.009490347,b01_375
0,0.006560021,b01_376
0,0.067695856,b01_377
0,0.022043323,b01_378
0,0.010130765,b01_379
0,0.0061779465,b01_38
0,0.015602033,b01_380
0,0.037409153,b01_381
0,0.027451867,b01_382
0,0.17858781,b01_383
0,0.013691229,b01_384
0,0.021211706,b01_385
0,0.0424688,b01_386
0,0.05436228,b01_387
0,0.013283315,b01_388
0,0.008400663,b01_389
0,0.008297772,b01_39
0,0.04818337,b01_390
0,0.037960943,b01_391
0,0.066269465,b01_392
0,0.059025098,b01_393
0,0.07261134,b01_394
0,0.061233316,b01_395
0,0.082910806,b01_396
0,0.06867479,b01_397
0,0.027956458,b01_398
0,0.3428576,b01_399
0,0.0038718488,b01_4
0,0.05502757,b01_40
0,0.32103816,b01_400
0,0.025902605,b01_401
0,0.021027591,b01_402
0,0.018439958,b01_403
0,0.014472615,b01_404
0,0.05801581,b01_405
0,0.004869487,b01_406
0,0.03305368,b01_407
0,0.022982657,b01_408
0,0.016818417,b01_409
0,0.030976146,b01_41
0,0.014614578,b01_410
0,0.033961937,b01_411
0,0.02572164,b01_412
0,0.0044166185,b01_413
0,0.014087424,b01_414
