prob,label,seg
0.93363273,1,a01_100
0.9089342,1,a01_101
0.9334077,1,a01_102
0.9424751,1,a01_103
0.9303717,1,a01_104
0.9565784,1,a01_105
0.96585375,1,a01_106
0.8320663,1,a01_107
0.9423429,1,a01_108
0.91946524,1,a01_109
0.97028303,1,a01_110
0.8609889,1,a01_111
0.91296893,1,a01_112
0.95998126,1,a01_113
0.9093663,1,a01_114
0.95284367,1,a01_115
0.9335818,1,a01_116
0.90425956,1,a01_117
0.9252081,1,a01_118
0.95387495,1,a01_119
0.9682736,1,a01_120
0.82815874,1,a01_121
0.93596834,1,a01_122
0.9585253,1,a01_123
0.9374192,1,a01_124
0.9621848,1,a01_125
0.89514357,1,a01_126
0.9418584,1,a01_127
0.9187524,1,a01_128
0.92380446,1,a01_129
0.9085966,1,a01_13
0.939122,1,a01_130
0.9033026,1,a01_131
0.9661894,1,a01_132
0.9267131,1,a01_133
0.9661529,1,a01_134
0.93547255,1,a01_135
0.9138633,1,a01_136
0.8995843,1,a01_137
0.90473473,1,a01_138
0.9173435,1,a01_139
0.9178099,1,a01_14
0.9297772,1,a01_140
0.9285462,1,a01_141
0.93564785,1,a01_142
0.93456817,1,a01_143
0.9476877,1,a01_144
0.9573697,1,a01_145
0.9698855,1,a01_146
0.95614076,1,a01_147
0.8464608,1,a01_148
0.9601608,1,a01_149
0.7168389,1,a01_15
0.9494743,1,a01_150
0.9595512,1,a01_151
0.9208351,1,a01_152
0.9563002,1,a01_153
0.95576423,1,a01_154
0.9518762,1,a01_155
0.9284341,1,a01_156
0.8646484,1,a01_157
0.9189126,1,a01_158
0.5883635,1,a01_159
0.9144345,1,a01_16
0.9177219,1,a01_160
0.6763038,1,a01_161
0.9426151,1,a01_162
0.94704473,1,a01_163
0.9710461,1,a01_164
0.95917994,1,a01_165
0.9732327,1,a01_166
0.9217504,1,a01_167
0.9654155,1,a01_168
0.8858108,1,a01_169
0.70812285,1,a01_17
0.94243854,1,a01_170
0.9403296,1,a01_171
0.9076461,1,a01_172
0.9752449,1,a01_173
0.9548494,1,a01_174
0.96606344,1,a01_175
0.9513031,1,a01_176
0.9414361,1,a01_177
0.8690064,1,a01_178
0.9047034,1,a01_179
0.9625689,1,a01_18
0.9522877,1,a01_180
0.969828,1,a01_181
0.9779829,1,a01_182
0.9660334,1,a01_183
0.96668965,1,a01_184
0.9512245,1,a01_185
0.96094203,1,a01_186
0.9503941,1,a01_187
0.9563349,1,a01_188
0.9587271,1,a01_189
0.8554098,1,a01_19
0.79437155,1,a01_190
0.9526319,1,a01_191
0.961508,1,a01_192
0.97298336,1,a01_193
0.9737941,1,a01_194
0.95969987,1,a01_195
0.9764673,1,a01_196
0.971824,1,a01_197
0.9711246,1,a01_198
0.9705157,1,a01_199
0.7472438,1,a01_20
0.8058772,1,a01_200
0.94815445,1,a01_201
0.90793896,1,a01_202
0.93945646,1,a01_203
0.9590863,1,a01_204
0.9465138,1,a01_205
0.7851078,1,a01_206
0.9666646,1,a01_207
0.80993676,1,a01_208
0.8718938,1,a01_209
0.9506167,1,a01_21
0.9143621,1,a01_210
0.96968675,1,a01_211
0.97635365,1,a01_212
0.9385369,1,a01_213
0.9107383,1,a01_214
0.9039116,1,a01_215
0.9639705,1,a01_216
0.8649906,1,a01_217
0.97242165,1,a01_218
0.7132293,1,a01_219
0.9349799,1,a01_22
0.7782425,1,a01_220
0.740427,1,a01_221
0.93138766,1,a01_222
0.9487442,1,a01_223
0.66078156,1,a01_224
0.83054465,1,a01_225
0.8820581,1,a01_226
0.9615603,1,a01_23
0.95484596,1,a01_231
0.94003373,1,a01_232
0.969848,1,a01_233
0.97308975,1,a01_234
0.95576805,1,a01_235
0.9651268,1,a01_236
0.9594385,1,a01_237
0.69619983,1,a01_238
0.97453225,1,a01_239
0.95563185,1,a01_24
0.9429122,1,a01_240
0.961774,1,a01_241
0.9683027,1,a01_242
0.9797323,1,a01_243
0.96343416,1,a01_244
0.9661509,1,a01_245
0.968305,1,a01_246
0.94479084,1,a01_247
0.96558297,1,a01_248
0.9780001,1,a01_249
0.95305747,1,a01_25
0.93281704,1,a01_250
0.9561657,1,a01_251
0.9417836,1,a01_252
0.95620733,1,a01_253
0.9361864,1,a01_254
0.96983534,1,a01_255
0.9777939,1,a01_256
0.95037407,1,a01_257
0.9667949,1,a01_258
0.9732362,1,a01_259
0.9673735,1,a01_26
0.9617701,1,a01_260
0.94370276,1,a01_261
0.9816274,1,a01_262
0.9589247,1,a01_263
0.9657759,1,a01_264
0.97938937,1,a01_265
0.9721995,1,a01_266
0.9341772,1,a01_267
0.9690456,1,a01_268
0.9517452,1,a01_269
0.9507902,1,a01_27
0.9759838,1,a01_270
0.92351294,1,a01_271
0.9697169,1,a01_272
0.96643096,1,a01_273
0.96139383,1,a01_274
0.9497217,1,a01_275
0.96577245,1,a01_276
0.9702917,1,a01_277
0.9717567,1,a01_278
0.98058003,1,a01_279
0.9476646,1,a01_28
0.97542953,1,a01_280
0.96008456,1,a01_281
0.9721139,1,a01_282
0.9463077,1,a01_283
0.9607917,1,a01_284
0.9528979,1,a01_285
0.9648142,1,a01_286
0.9632668,1,a01_287
0.96450514,1,a01_288
0.9544922,1,a01_289
0.93789554,1,a01_29
0.9727022,1,a01_290
0.89112467,1,a01_291
0.97423065,1,a01_292
0.96952415,1,a01_293
0.97293806,1,a01_294
0.97190094,1,a01_295
0.96826494,1,a01_296
0.9543685,1,a01_297
0.9484358,1,a01_298
0.9746206,1,a01_299
0.92138237,1,a01_30
0.96340567,1,a01_300
0.97237307,1,a01_301
0.95901555,1,a01_302
0.9689577,1,a01_303
0.93357676,1,a01_304
0.96065736,1,a01_305
0.8884355,1,a01_306
0.9498118,1,a01_307
0.9038295,1,a01_308
0.7788384,1,a01_309
0.9642822,1,a01_31
0.6823224,1,a01_310
0.5947613,1,a01_311
0.88059944,1,a01_312
0.8093724,1,a01_313
0.96915406,1,a01_314
0.9243738,1,a01_315
0.8856038,1,a01_316
0.724458,1,a01_317
0.824789,1,a01_318
0.9587213,1,a01_319
0.9083881,1,a01_32
0.85241586,1,a01_320
0.963619,1,a01_321
0.9693021,1,a01_322
0.9640896,1,a01_323
0.9661279,1,a01_324
0.7881308,1,a01_325
0.9686488,1,a01_326
0.9682797,1,a01_327
0.9208632,1,a01_328
0.96864754,1,a01_329
0.9627165,1,a01_33
0.95398676,1,a01_330
0.897528,1,a01_331
0.8961065,1,a01_332
0.82257295,1,a01_333
0.908772,1,a01_334
0.94262886,1,a01_335
0.94511116,1,a01_336
0.9524393,1,a01_337
0.81545466,1,a01_338
0.88120145,1,a01_339
0.9617356,1,a01_34
0.8242022,1,a01_340
0.93830246,1,a01_341
0.7105174,1,a01_342
0.78373694,1,a01_343
0.82741386,1,a01_344
0.73743504,1,a01_345
0.8315294,1,a01_346
0.8849338,1,a01_347
0.8978653,1,a01_348
0.90192765,1,a01_349
0.9313256,1,a01_35
0.78555596,1,a01_350
0.94585145,1,a01_351
0.9694211,1,a01_354
0.91655123,1,a01_355
0.97448957,1,a01_356
0.9776488,1,a01_357
0.9311288,1,a01_358
0.9662063,1,a01_359
0.9409473,1,a01_36
0.9844869,1,a01_360
0.97216934,1,a01_361
0.9599866,1,a01_362
0.9613494,1,a01_363
0.98353773,1,a01_364
0.9661523,1,a01_365
0.97445315,1,a01_366
0.9556773,1,a01_367
0.95635134,1,a01_368
0.9627978,1,a01_369
0.9411566,1,a01_37
0.9776969,1,a01_370
0.9342746,1,a01_371
0.97357935,1,a01_372
0.9857692,1,a01_373
0.9532717,1,a01_374
0.96768403,1,a01_375
0.9749449,1,a01_376
0.9791174,1,a01_377
0.9659416,1,a01_378
0.95997447,1,a01_379
0.9486198,1,a01_38
0.9597627,1,a01_380
0.9724247,1,a01_381
0.92684865,1,a01_382
0.9742055,1,a01_383
0.95777696,1,a01_384
0.976977,1,a01_385
0.9599684,1,a01_386
0.96636283,1,a01_387
0.94279075,1,a01_388
0.9095515,1,a01_389
0.9303401,1,a01_39
0.98158413,1,a01_390
0.97853196,1,a01_391
0.97608894,1,a01_392
0.9735488,1,a01_393
0.9567468,1,a01_394
0.9785906,1,a01_395
0.97054267,1,a01_396
0.9717258,1,a01_397
0.970828,1,a01_398
0.90562326,1,a01_399
0.9446819,1,a01_40
0.96755654,1,a01_400
0.98281485,1,a01_401
0.98388875,1,a01_402
0.9700197,1,a01_403
0.96950376,1,a01_404
0.9677805,1,a01_405
0.9818796,1,a01_406
0.93523496,1,a01_407
0.97487044,1,a01_408
0.97213125,1,a01_409
0.96814525,1,a01_41
0.9543544,1,a01_410
0.9647179,1,a01_411
0.94931394,1,a01_412
0.9743906,1,a01_413
0.9502509,1,a01_414
0.8766251,1,a01_415
0.9586083,1,a01_416
0.9739499,1,a01_417
0.9660855,1,a01_418
0.96598047,1,a01_419
0.96719915,1,a01_42
0.9577609,1,a01_420
0.9501758,1,a01_421
0.9580977,1,a01_422
0.9043806,1,a01_423
0.96091264,1,a01_424
0.95624065,1,a01_425
0.8790066,1,a01_426
0.9084058,1,a01_427
0.9755082,1,a01_428
0.96753603,1,a01_429
